incident_id,attack_vector_primary,downtime_hours,data_compromised_records,data_type,systems_affected,attack_vector_secondary,attack_chain,company_revenue_usd,employee_count,market_cap_at_disclosure,is_public_company,total_loss_usd,direct_loss_usd,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,days_to_price_recovery,volume_ratio_disclosure,p_value_1d,quality_score,quality_grade,confidence_tier,company_name,country_hq,industry_primary,industry_secondary,stock_ticker_x,incident_date,incident_date_estimated,discovery_date,disclosure_date,attributed_group,attribution_confidence,data_source_primary,data_source_secondary,data_source_type,review_flag,notes_x,created_at_x,updated_at_x,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,notes_y,created_at_y,updated_at_y,stock_ticker_y,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,pre_incident_volatility_30d,post_incident_volatility_30d,notes,created_at,updated_at
2022-0620-002,apt,117.17,3623,financial,"cloud_infrastructure,website,SSO",,,4203126400.85,13247,11984520232.31,TRUE,128547609.03,78133521.88,27789272.74,22624814.41,,,-0.089639,-0.090004,-0.03042,271,3.4663,0.0002,81.1,Silver,3,Philadelphia Industries Group Inc.,US,31-33,,PHIL,2022-06-20,FALSE,2022-08-20,2022-08-29,Royal,confirmed,https://www.bleepingcomputer.com/news/security/philadelphia-industries-g-hit-by-cyberattack-2022/,https://www.philadelphia-industries-g.com/newsroom/2022/03/security-update,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,estimated,89965343.89,225047942.55,141217666.89,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,PHIL,40.6,42.52,38.71,38.69,41.23,537620,1863556,S&P 500 Industrials,0.018539,-0.110026,-0.090004,-0.03042,-0.006825,-15.6122,-1.2071,1,FALSE,0.01106,0.020228,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0624-001,ddos,283.83,,,"SSO,ERP",,Multi-vector botnet activation ? volumetric UDP reflection (900 Gbps peak) ? application-layer HTTP/2 flood ? 18-hour service degradation,4072304774.14,10158,25402793682.73,TRUE,5213842.21,3099581.93,1072773.02,1041487.26,,3079067.97,-0.002675,-0.0012,0.028841,46,2.4506,1,78.7,Silver,4,Ironwood Lumen Platforms Co.,US,51,,ILP,2022-06-24,FALSE,2022-06-25,2022-07-13,,,https://www.bleepingcomputer.com/news/security/ironwood-lumen-platforms--hit-by-cyberattack-2022/,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,3600232.77,8278784.21,5727734.95,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,ILP,43.19,40.63,40.52,40.58,41.8,1873544,4591239,S&P 500 Information Technology,-0.018764,-0.003288,-0.0012,0.028841,0.004081,-0.2378,3.4905,0.25475,FALSE,0.01546,0.029049,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0629-002,ransomware,,11336,health,"cloud_infrastructure,website,HR_systems,backup_systems,payment_systems",,,33203239811.6,82705,237654098220.62,TRUE,962294220.34,478137493.98,356250024.88,124545117.63,,194275004.13,-0.055034,-0.00884,-0.000055,11,3.9933,0.70745,52.25,Bronze,3,Melbourne Advisory Pty Ltd.,AU,52,,MELB.AX,2022-06-29,FALSE,2022-07-02,2022-07-11,Akira,confirmed,https://www.crowdstrike.com/blog/melbourne-advisory-p-intrusion-analysis-2022/,https://www.melbourne-advisory-pty-lt.com/newsroom/2022/05/security-update,cybersecurity_firm,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,4393740,3361583.85,congressional testimony,estimated,762605079.13,1633505264.77,1057140974.32,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,MELB.AX,279.8,260.1,245.79,257.8,260.09,953481,3807494,S&P 500 Financials,-0.008931,-0.066763,-0.00884,-0.000055,0.00423,-2.5851,-0.0055,1,FALSE,0.030027,0.034167,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0702-002,apt,36.25,69000,IP,SSO,,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,528350249.95,2665,2445544196.45,TRUE,5816592.88,3171745.98,1990702.73,654144.17,,,-0.041354,-0.053361,0.001033,8,3.6297,1,97.72,Gold,1,Zephyr Aura Diagnostics GmbH,DE,62,,ZAD.DE,2022-07-02,FALSE,2022-09-30,2022-10-30,NoName057,probable,https://www.aepd.es/decisions/2022/08/INQ-2022-00751,https://www.crowdstrike.com/blog/zephyr-aura-diagnost-intrusion-analysis-2022/,gdpr_notification,,Previously breached in 2021; confirmed as separate campaign,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,disclosed,4764648.46,8337494.74,6389894.62,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,ZAD.DE,14.64,14.54,13.94,13.76,14.56,9099113,33027494,S&P 500 Health Care,-0.014381,-0.041657,-0.053361,0.001033,0.006381,-1.5377,0.0452,1,TRUE,0.021077,0.029557,Stock halted for 2 hours on disclosure day per exchange circuit breaker,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0715-002,ransomware,13.84,27696,mixed,"SSO,payment_systems,cloud_infrastructure,website",,,41230128927.45,249302,261348264332.32,TRUE,13781694.84,8858833.23,3487228.33,1435633.28,,8737446.58,-0.014246,-0.024891,-0.001005,46,2.7907,1,70.21,Silver,3,DealGoods Markets Inc.,US,44-45,,DEAL,2022-07-15,FALSE,2022-10-14,2022-10-18,,,https://www.crowdstrike.com/blog/dealgoods-markets-in-intrusion-analysis-2022/,,cybersecurity_firm,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,855918.24,,,disclosed,11335572.69,22945585.48,15140062.16,CPI-U 2022 (292.655),Legal fees reflect engagement of AmLaw 100 firm for class-action defense,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,DEAL,296.37,268.5,264.67,261.82,268.23,2043702,5703356,S&P 500 Consumer Discretionary,-0.01609,-0.01275,-0.024891,-0.001005,0.009582,-0.7597,-0.065,1,FALSE,0.010207,0.014345,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0718-001,data_breach,,49212,PII,"CRM,cloud_infrastructure,VPN,payment_systems",,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,9692810402.41,26531,31292954345.08,TRUE,20404532.97,11494309.34,6119743.3,2546978.4,243501.93,11789353.6,-0.020668,0.007345,-0.024239,224,3.4514,0.83515,58.7,Bronze,4,MarketEquity Assurance Inc.,CA,52,51,MARK.TO,2022-07-18,FALSE,2022-08-17,2022-09-26,,,https://therecord.media/2022/12/11/marketequity-assurance-in-breached,,verified_media,low_quality_score,Incident date based on forensic timeline reconstruction (+-2 days),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,calculated,16499605.01,30417024.41,22415668.11,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,MARK.TO,98.14,99.56,97.5,100.29,97.15,5695209,19656532,S&P 500 Financials,0.015919,-0.020874,0.007345,-0.024239,-0.023625,-2.3297,-0.7731,1,FALSE,0.032023,0.048617,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0719-001,phishing,,135178,PII,active_directory,,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,1314426896.67,7941,2361121526.79,TRUE,9500830.27,4800000,4111367.4,589462.87,,4430529.09,-0.010251,-0.028124,-0.019943,22,1.802,1,60.68,Bronze,1,Carver Brands Group N.V.,NL,44-45,,CARV.AS,2022-07-19,FALSE,2022-07-24,2022-08-30,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001480636&type=8-K&dateb=20221117&owner=include&count=10,,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,disclosed,7849259.02,15994462.45,10437262.07,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CARV.AS,7.65,6.9,6.83,6.71,6.76,3347952,6033029,S&P 500 Consumer Discretionary,0.021795,-0.011707,-0.028124,-0.019943,-0.02074,-0.5578,-1.0619,1,FALSE,0.015203,0.017588,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0807-001,phishing,,58015,health,"VPN,customer_database",,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,5328942978.77,9486,13125595307.17,TRUE,7638952.72,4112918.03,1300190.85,692945.06,1532898.78,2923936.12,0.000232,-0.014501,0.013844,14,2.1044,1,98.77,Gold,1,NetNet Networks AB,SE,51,92,NETN.ST,2022-08-07,FALSE,2022-08-14,2022-09-13,Vice_Society,suspected,https://www.cnil.fr/decisions/2022/07/INQ-2022-00103,https://therecord.media/2022/11/15/netnet-networks-ab-breached,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,6004688.22,12389177.51,8391872,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,NETN.ST,66.39,62.66,62.67,61.75,63.53,1136152,2390975,S&P 500 Information Technology,0.014802,0.000283,-0.014501,0.013844,0.014013,0.0136,0.436,1,FALSE,0.022656,0.027296,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0814-002,phishing,,6220,mixed,email,,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,28970794798.33,217683,174029534026.42,TRUE,7379940.94,3200000,3163625.61,1016315.33,,,0.004342,0.009119,0.008708,,2.4014,1,95.18,Gold,1,Ridge Granite Pharmaceuticals Group N.V.,NL,62,,RGP.AS,2022-08-14,TRUE,2022-08-26,2022-09-05,Sandworm,suspected,https://www.edpb.europa.eu/decisions/2022/03/INQ-2022-00607,,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,calculated,5773825.98,12078056.04,8107331.2,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,RGP.AS,242.05,253.62,254.72,255.93,255.83,1104073,2651271,S&P 500 Health Care,0.002033,0.004596,0.009119,0.008708,0.016989,0.8684,0.3665,1,FALSE,0.037598,0.054358,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0816-001,ransomware,7.78,36959,credentials,"cloud_infrastructure,CRM,backup_systems",backdoor,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,6378106796.04,33772,39308094352.43,TRUE,16134027.52,3980146.29,3516613.89,1238759.55,,2969519.24,-0.013358,-0.021282,0.000167,22,2.1117,1,95.82,Gold,1,Sequoia Expert Consulting Group Inc.,US,54,,SEC,2022-08-16,FALSE,2022-08-26,2022-10-04,Lazarus_Group,unknown,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001892253&type=8-K&dateb=20220401&owner=include&count=10,https://www.mandiant.com/resources/blog/sequoia-expert-consu-incident-response-2022,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,9702761.93,7398507.79,court filing,disclosed,12377803.33,19233199.76,17724248.17,CPI-U 2022 (292.655),Insurance claim partially denied; payout reflects negotiated settlement at 15% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SEC,52.51,54.12,53.4,52.97,54.13,901782,1904320,S&P 500,0.006886,-0.016011,-0.021282,0.000167,0.017525,-1.2333,0.0071,1,FALSE,0.015323,0.030362,Low pre-incident trading volume reduces baseline reliability; interpret with caution,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0817-001,phishing,,1049,mixed,"VPN,backup_systems,HR_systems,CRM",,,35664152045.95,146628,108095394457.3,TRUE,1574754909.63,848804782.43,599934285.46,126015841.74,,,-0.010729,-0.005315,0.002575,39,1.8726,1,76.97,Silver,3,Belfast Fabrication Group PLC,GB,31-33,,BELF.L,2022-08-17,FALSE,2022-08-31,2022-10-01,,,https://unit42.paloaltonetworks.com/threat-brief-belfast-fabrication--2022/,https://therecord.media/2022/03/22/belfast-fabrication-group-breached,cybersecurity_firm,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,957397572.39,1946243406.42,1729967721.19,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,BELF.L,218.03,223.42,221.02,222.23,224,461361,863950,S&P 500 Industrials,0.011639,-0.011958,-0.005315,0.002575,0.017077,-0.7608,0.0804,1,FALSE,0.013037,0.020017,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1002-001,data_breach,,18853,PII,"active_directory,cloud_infrastructure,HR_systems,ERP,VPN",malware,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,409011049.14,1108,2029184633.26,TRUE,151891147.75,79757154.58,61744780.37,10389212.8,,26884545.88,-0.01982,-0.008845,0.024011,53,1.5471,0.97495,75.32,Silver,1,ReserveSecura Group Holdings Ltd.,IN,52,,RESE.NS,2022-10-02,FALSE,2022-11-01,2023-01-03,APT41,probable,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001215860&type=8-K&dateb=20220518&owner=include&count=10,,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,125326349.67,244328468.39,166862018.42,CPI-U 2022 (292.655),Regulatory fine imposed under GDPR Article 83(5)(a) by ICO,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,RESE.NS,13.21,11.66,11.43,11.56,11.94,5288540,8182012,S&P 500 Financials,-0.017014,-0.019647,-0.008845,0.024011,0.003644,-2.0501,0.8551,1,FALSE,0.029812,0.033633,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1005-001,trojan,,8896,PII,"manufacturing_OT,SCADA,HR_systems,email,cloud_infrastructure",,Drive-by download from compromised ad network ? remote access trojan deployment ? keylogger activation ? credential theft ? lateral movement to file servers,2952266333.94,7820,19941790047.9,TRUE,3673122.6,1765088.77,1363727.46,544306.37,,,-0.014719,-0.026782,-0.021369,235,2.8075,1,65.17,Bronze,3,Archer Commerce Bank Inc.,US,52,,ACB,2022-10-05,FALSE,2022-11-07,2022-11-18,APT29,confirmed,https://www.mandiant.com/resources/blog/archer-commerce-bank-incident-response-2022,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001317194&type=8-K&dateb=20220919&owner=include&count=10,cybersecurity_firm,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,2569894.42,4584459.18,4035157.15,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,ACB,43.59,41.54,40.93,40.43,40.65,2726223,7653835,S&P 500 Financials,-0.012266,-0.014623,-0.026782,-0.021369,-0.005722,-0.8621,-1.3592,1,FALSE,0.029466,0.045366,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1015-001,data_breach,,,,"HR_systems,ERP,CRM,email,cloud_infrastructure",,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,2908976434.72,29894,19388175947.52,TRUE,6912973.36,3390233.09,3252239.43,270500.84,,1513154.69,-0.064886,-0.038271,-0.008796,14,2.0705,0.0002,86.58,Gold,4,SuiteHaven Hospitality Ltd.,GB,72,,SUIT.L,2022-10-15,FALSE,2022-10-24,2023-01-27,,,https://www.bleepingcomputer.com/news/security/suitehaven-hospitality-lt-hit-by-cyberattack-2022/,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,5614362.83,9923023.67,7594337.82,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SUIT.L,37.48,36.96,34.56,35.55,36.63,3715736,7693264,S&P 500 Consumer Discretionary,-0.012419,-0.077921,-0.038271,-0.008796,-0.008812,-11.6995,-0.3663,1,FALSE,0.020853,0.023497,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1029-001,data_breach,,139803,IP,"SCADA,ERP,file_servers,customer_database",,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,366640559.44,2283,1667240347.37,TRUE,260203.19,130000,110643.84,19559.35,,62801.04,-0.022431,-0.035714,-0.02036,159,2.8733,1,97.88,Gold,2,StructDynamic Defense Corp.,NO,31-33,,STRU.OL,2022-10-29,FALSE,2022-11-12,2023-01-14,,,https://blog.talosintelligence.com/2022/05/structdynamic-defens-campaign.html,https://www.structdynamic-defense-cor.com/newsroom/2022/01/security-update,cybersecurity_firm,,Concurrent with public CVE disclosure (CVE-2022-2022-19182),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,calculated,200701.82,362764.6,285849.64,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,STRU.OL,5.3,5.48,5.36,5.28,5.37,5234815,15041278,S&P 500 Industrials,-0.003274,-0.023341,-0.035714,-0.02036,0.007743,-1.4928,-1.0022,1,FALSE,0.017236,0.022581,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1104-001,apt,25.18,35700,health,"backup_systems,CRM,payment_systems,file_servers,cloud_infrastructure",,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,8123110317.32,35373,20082522956.24,TRUE,12666028.08,808837.02,769383.95,232840.93,10854966.18,,-0.072166,-0.095753,-0.063441,55,1.5286,0.0002,63.73,Bronze,3,Dynamo Ridge Diagnostics Corp.,US,62,,DRD,2022-11-04,FALSE,2022-11-20,2023-01-27,,,https://therecord.media/2022/09/05/dynamo-ridge-diagnostics--breached,https://www.cnil.fr/decisions/2022/04/INQ-2022-00069,verified_media,,Company undergoing M&A at time of incident; financial attribution complex,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,10473714.81,19466422.12,13914431.76,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,DRD,44.9,46.85,43.47,42.36,43.88,3231806,4940093,S&P 500 Health Care,-0.008664,-0.085784,-0.095753,-0.063441,-0.043827,-8.7667,-2.1406,0.9297,FALSE,0.025072,0.032561,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1104-002,apt,24.92,68400,mixed,"manufacturing_OT,CRM,cloud_infrastructure",,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,291430249.5,1138,763271842.05,TRUE,129382239.12,89061137.21,29204015.77,11117086.14,,,-0.05036,-0.051781,0.004097,37,3.1552,0.225,87.32,Gold,4,Davidson Financial Co. Ltd.,JP,52,,DAVI.T,2022-11-04,TRUE,2022-12-07,2023-02-14,Royal,suspected,https://krebsonsecurity.com/2022/06/davidson-financial-c-breach-exposes-data/,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,estimated,106444395.95,208841079.59,142134560.75,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,DAVI.T,11.86,11.24,10.67,10.66,11.29,3429108,10819607,S&P 500 Financials,0.013151,-0.058197,-0.051781,0.004097,-0.012038,-3.55,0.5322,1,FALSE,0.036691,0.068826,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1106-001,ransomware,24.67,,,"ERP,file_servers,HR_systems,SSO",,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,107811941.06,793,489446422.46,TRUE,87800574.76,21600000,19367005.1,6076803.97,,,-0.064089,-0.106112,-0.081064,115,2.0394,0.1262,56.56,Bronze,4,CarbonTool Materials Co.,BE,31-33,,CARB.BR,2022-11-06,TRUE,2022-11-09,2022-12-29,BlackSuit,probable,https://krebsonsecurity.com/2022/04/carbontool-materials-breach-exposes-data/,,verified_media,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,75000000,40756765.69,company statement,calculated,64134014.91,153204103.21,96454476.38,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CARB.BR,8.63,8.63,8.08,7.71,7.93,2596996,5296351,S&P 500 Industrials,-0.015222,-0.067163,-0.106112,-0.081064,-0.05579,-3.7476,-2.4939,0.75305,FALSE,0.027266,0.050313,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1118-001,apt,106.9,22483,mixed,"customer_database,payment_systems,website,manufacturing_OT",,,9251385781.66,24935,28221464268.82,TRUE,84790922.71,55465777.57,21657367.68,7667777.46,,16007902.99,-0.044261,-0.045247,-0.019268,5,1.631,0.8574,56.51,Bronze,1,LandRealty Group Co.,MX,53,,LAND.MX,2022-11-18,FALSE,2022-12-07,2023-02-08,DarkSide,confirmed,https://www.ico.org.uk/decisions/2022/07/INQ-2022-00121,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001743544&type=8-K&dateb=20220504&owner=include&count=10,gdpr_notification,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,disclosed,67060908.59,134842923.17,93148183.53,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,LAND.MX,50.31,46.55,44.49,44.44,45.65,800554,1305734,S&P 500 Real Estate,0.02485,-0.035512,-0.045247,-0.019268,-0.005514,-2.2852,-1.1574,1,FALSE,0.012742,0.018852,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1123-002,phishing,,120370,health,"active_directory,file_servers,customer_database",ransomware,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,420339692.5,1196,3104453064.28,TRUE,2487396.47,1240438.1,831189.67,415768.7,,441445.29,-0.03704,-0.04677,-0.028534,117,2.1813,0.5873,70.35,Silver,4,Nashville Securities Co.,US,52,,NAS1,2022-11-23,FALSE,2022-11-29,2023-01-04,Turla,unknown,https://therecord.media/2022/03/25/nashville-securities-co-breached,https://www.nashville-securities-co.com/newsroom/2022/03/security-update,verified_media,,Concurrent with public CVE disclosure (CVE-2022-2022-47410),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,disclosed,1640825.52,3120480.58,2732562.11,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,NAS1,13.55,13.38,12.88,12.75,13,11134199,24287319,S&P 500 Financials,0.008416,-0.036137,-0.04677,-0.028534,-0.022901,-2.8254,-1.2635,1,TRUE,0.010818,0.012223,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1125-001,data_breach,,36113,financial,"manufacturing_OT,active_directory",phishing,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,22196304197.85,196803,93383829906.64,TRUE,2083736.44,1017612.75,738988.44,327135.25,,909393.02,-0.010163,-0.018852,-0.012285,28,3.9011,1,93.75,Gold,1,Apex Oncus Biotech Co.,US,62,,AOB,2022-11-25,FALSE,2022-11-27,2022-12-28,,,https://www.bfdi.bund.de/decisions/2022/10/INQ-2022-00368,,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,1582064.51,2884599.86,2289116.08,CPI-U 2022 (292.655),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,AOB,284.2,292.97,289.99,287.45,289.37,888838,3467448,S&P 500 Health Care,-0.016683,-0.010009,-0.018852,-0.012285,-0.00022,-0.4011,-0.4615,1,FALSE,0.013157,0.02007,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1125-002,ransomware,32.36,29694,mixed,"customer_database,CRM,SCADA,VPN",,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,31946109067.53,389373,233481597897.72,TRUE,46169652.51,24323194.8,19801446.86,2045010.85,,20814017.06,-0.031605,-0.030359,-0.01175,58,3.1573,0.18545,71.32,Silver,1,Patriot Wolverine Retail AG,DE,44-45,,PWR.DE,2022-11-25,FALSE,2022-12-03,2023-01-27,,,https://www.edpb.europa.eu/decisions/2022/11/INQ-2022-00370,https://therecord.media/2022/12/13/patriot-wolverine-retail--breached,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,1315161.07,,,calculated,36143700.17,54112069.19,50720279.11,CPI-U 2022 (292.655),Regulatory fine imposed under GDPR Article 83(5)(a) by Garante,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,PWR.DE,257.77,243.29,235.6,235.9,240.43,2412239,7616142,S&P 500 Consumer Discretionary,0.010025,-0.026596,-0.030359,-0.01175,0.010207,-3.6291,-2.35,0.825,FALSE,0.01116,0.017596,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1128-001,apt,20.26,,,"email,VPN,customer_database,SSO,active_directory",,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,1799515221.63,6072,9225364932.44,TRUE,120167678.42,59466549.84,52356080.21,8345048.37,,68617828.57,-0.082029,-0.025708,-0.025192,157,3.4447,0.0002,93.44,Gold,1,Graham Fabrication Corp.,US,31-33,,GRAH,2022-11-28,FALSE,2023-01-31,2023-02-20,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001044780&type=8-K&dateb=20220601&owner=include&count=10,,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,estimated,93300135.18,163039213.49,132011783.88,CPI-U 2022 (292.655),Recovery includes infrastructure rebuild; company migrated to new cloud provider,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,GRAH,16.1,15.77,14.48,15.36,15.37,666926,2297348,S&P 500 Industrials,-0.019039,-0.08982,-0.025708,-0.025192,0.008865,-7.0885,-0.9035,1,FALSE,0.016673,0.025193,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
